,indice,indice_original_lower_pivot,support_slope,support_intercept
59,162.0,328.0,0.18148579334843107,-5.355317997327525
60,163.0,328.0,0.186357250752326,-5.7730214646581715
61,164.0,328.0,0.1907138441307003,-6.11816860606751
62,165.0,328.0,0.19546267592035385,-6.5020634084848865
63,166.0,328.0,0.2000940300095286,-6.862363223265504
64,167.0,328.0,0.2046485286690079,-7.204254533734012
65,168.0,328.0,0.2091157378749323,-7.526736691364082
66,169.0,328.0,0.213417036002831,-7.820872834453297
67,170.0,328.0,0.2175264981967723,-8.08415341294766
68,171.0,328.0,0.22144086454185907,-8.316779044435865
69,195.0,328.0,0.22919450860213156,-6.341326701188319
70,198.0,328.0,0.22502678214467772,-2.88064211809298
71,201.0,328.0,0.21557899646458833,-1.394504395106085
72,206.0,328.0,0.19918725206981217,0.8091782890083774
73,208.0,328.0,0.19461395201603132,1.8710418862594551
74,212.0,328.0,0.1885697399559654,2.909575945824429
75,214.0,328.0,0.1862566022086486,3.6449295035425635
76,215.0,328.0,0.18488368509922015,4.022178735833297
77,225.0,328.0,0.16285699111238447,6.473667473622767
78,227.0,328.0,0.15848903004315387,7.717644413931456
79,228.0,328.0,0.15555087627144346,8.126969554134208
80,229.0,328.0,0.1493118264663173,8.638146269297842
81,230.0,328.0,0.14286060059007458,9.148726744833752
82,235.0,328.0,0.1372822726457855,9.870938700158938
83,236.0,328.0,0.13569006190590033,10.364417282582913
84,238.0,328.0,0.13168877893469472,10.761723579459217
85,239.0,328.0,0.13110601764009652,10.986937548793392
86,246.0,328.0,0.12062066964985452,11.959157405944707
87,251.0,589.0,0.10730444745606187,13.170525538395903
88,252.0,589.0,0.10422158005062913,13.604541228805491
89,253.0,328.0,0.10420670749979259,13.710099030384773
90,256.0,596.0,0.10083232218601058,14.01694604443353
91,263.0,328.0,0.09974655865758246,14.555043177689841
92,279.0,328.0,0.09836828965467594,15.72192760426594
93,281.0,328.0,0.09115457113591326,16.64400016229641
94,285.0,328.0,0.07866188784638622,16.949583262473254
95,286.0,328.0,0.07687468320313529,17.14892037787793
96,287.0,329.0,0.0763587010006609,17.378309241933806
97,289.0,630.0,0.04904405918774815,23.178859598422925
98,291.0,632.0,0.04092623474606967,23.328375115345565
99,293.0,339.0,0.03970266621693906,23.421991257250355
100,296.0,339.0,0.03427712487127379,23.529750703668512
101,297.0,339.0,0.03178554425481456,23.60079294574662
102,305.0,348.0,0.030407378446132765,23.987826345210237
103,306.0,348.0,0.030063881910188724,24.131971494983517
104,308.0,351.0,0.01278245404647575,29.228758879545317
105,309.0,351.0,0.01064587905469457,29.870490097354818
106,310.0,353.0,-0.008958496112451596,33.78085424833923
107,314.0,357.0,-0.011946986874391623,33.94229962477931
108,316.0,359.0,-0.014887932484678545,34.75428396828165
109,317.0,359.0,-0.017537715555032873,35.51622982764657
110,318.0,361.0,-0.025790073828544747,37.92863098597869
111,319.0,361.0,-0.03347551820481822,37.90284091215015
112,320.0,362.0,-0.036258616353238654,38.69480022165498
113,321.0,363.0,-0.04556997134663705,41.42543002230321
114,351.0,394.0,-0.049540223001584595,41.837339548391824
115,355.0,398.0,-0.05112912141068447,41.41381232767216
116,357.0,400.0,-0.0646133289221742,42.49800848665086
117,368.0,411.0,-0.06089712518227606,43.01367942583056
118,369.0,411.0,-0.05922475161167026,42.63996685423955
119,370.0,412.0,-0.08285956849719736,48.44174782594622
120,371.0,413.0,-0.08558838403666334,49.034498900870396
121,381.0,424.0,-0.10707487353675207,53.74238301000486
122,383.0,426.0,-0.11160996988734723,54.174797944032676
123,384.0,426.0,-0.11425320640930019,54.62872012223388
124,387.0,660.0,-0.12509816102578533,56.91532881949971
125,389.0,660.0,-0.12934045007728834,57.5764456253567
126,411.0,660.0,-0.1384486507909698,58.0039963975908
127,416.0,660.0,-0.18168916946224137,64.9374052742267
128,417.0,660.0,-0.1924953227809284,66.58594049904585
129,418.0,660.0,-0.2092331073642821,69.74100209293564
130,419.0,660.0,-0.2065764888443674,69.00310190010835
131,420.0,660.0,-0.20393830680673108,68.27416536781199
132,421.0,660.0,-0.20127718467724062,67.54598600149563
133,422.0,660.0,-0.19846269148535695,66.79306815120918
134,423.0,660.0,-0.19592466287130414,66.09968987998354
135,424.0,660.0,-0.19328685384423247,65.39203026586034
136,425.0,660.0,-0.19054642778366992,64.66984118232753
137,426.0,660.0,-0.18762502099475978,63.91838465107311
138,427.0,660.0,-0.18459158165362535,63.151372715921674
139,428.0,660.0,-0.18150696031498806,62.38070307992697
140,429.0,660.0,-0.178240811149844,61.58189392739975
141,430.0,660.0,-0.1748460493738771,60.76543790236813
142,431.0,660.0,-0.17124314437889868,59.91684861893329
143,432.0,660.0,-0.16766413388784815,59.07990952321899
144,433.0,660.0,-0.1641249894428044,58.25750366699805
145,434.0,660.0,-0.16033172568245083,57.39541814565018
146,435.0,660.0,-0.1565786102050295,56.54826628759963
147,436.0,660.0,-0.15281850899772717,55.70734925766558
148,437.0,660.0,-0.14939221752282925,54.93437199171133
149,438.0,660.0,-0.14578519895502354,54.13571643198347
150,439.0,660.0,-0.14224690385573108,53.356576410255094
151,440.0,660.0,-0.1385181642787388,52.55061386169474
152,441.0,660.0,-0.1348092263388553,51.75561368205662
153,442.0,660.0,-0.13103921152225154,50.9572818479955
154,443.0,660.0,-0.12753812342313156,50.21355221912725
155,444.0,660.0,-0.1239728003308606,49.465647877648976
156,445.0,660.0,-0.12019760629070898,48.688566508371885
157,446.0,660.0,-0.11644036589102244,47.92212355333509
158,447.0,660.0,-0.11274185719993708,47.173238201268475
159,448.0,660.0,-0.10883251800281256,46.39590868055737
160,449.0,660.0,-0.10466228310095879,45.58230646414127
161,450.0,660.0,-0.10052338381851457,44.782309101589675
162,451.0,660.0,-0.09624269116797272,43.966910045130675
163,452.0,660.0,-0.0916389976769332,43.10645423445014
164,453.0,660.0,-0.08681475284374032,42.218814839296385
165,454.0,660.0,-0.08206196729037743,41.35254325570113
166,455.0,660.0,-0.07755119419410474,40.535225273718304
167,456.0,660.0,-0.07335284712254189,39.77754185393102
168,457.0,660.0,-0.06932921403277348,39.056384079355766
169,458.0,660.0,-0.06539474524560482,38.357539859376004
170,459.0,660.0,-0.06282756936263256,37.88396414873781
171,460.0,660.0,-0.059846379152820844,37.35010852622493
172,461.0,660.0,-0.05678609173897592,36.809797023098454
173,462.0,660.0,-0.053733381960352954,36.27678820589429
174,463.0,660.0,-0.05070988970356728,35.75441352413216
175,464.0,660.0,-0.04773851751222009,35.246112316961124
176,465.0,660.0,-0.04451317200186912,34.704895936365205
177,466.0,660.0,-0.041005942581789426,34.12728389251122
178,467.0,660.0,-0.037480471907048014,33.553931878043485
179,468.0,660.0,-0.03387312092496773,32.97534875882439
180,469.0,660.0,-0.03030573025362967,32.409934427870056
181,470.0,660.0,-0.02652420289336536,31.819962648297306
182,487.0,660.0,-0.020691962325467154,30.77162341903533
183,585.0,800.0,-0.02054135574259942,29.567050699075253
184,586.0,800.0,-0.020007622745434207,28.458435994554627
185,587.0,800.0,-0.017915725548088776,28.080713951063125
186,588.0,800.0,-0.01592488562276686,27.72435543821031
187,589.0,800.0,-0.014223777727315421,27.42094331825625
188,590.0,800.0,-0.01209995772581718,27.04991778027723
189,591.0,800.0,-0.010222874980955244,26.724345004159467
190,592.0,800.0,-0.00783754487998144,26.31815733241686
191,593.0,800.0,-0.00554974616437534,25.932832999461873
192,594.0,800.0,-0.003235232459801218,25.54770300574734
193,595.0,800.0,-0.0008110302544568479,25.149322813816408
194,596.0,800.0,0.0021175930033021763,24.67407481580499
195,597.0,800.0,0.005205718986116425,24.179004125575197
196,598.0,800.0,0.008404135754147867,23.672463161676284
197,599.0,800.0,0.011455278334053477,23.19573562722544
198,600.0,800.0,0.014768391261013808,22.683719063099762
199,601.0,800.0,0.018101481112717213,22.17519234764334
200,602.0,800.0,0.02120107789529137,21.70975673067449
201,603.0,800.0,0.024267466675893926,21.255667547576383
202,604.0,800.0,0.027799385939961497,20.73601944758587
203,605.0,800.0,0.03183367562303876,20.146572512015013
204,606.0,800.0,0.03573584257747257,19.58527681056411
205,607.0,800.0,0.03961591724326292,19.035121378607244
206,608.0,800.0,0.043596770095858675,18.47760936796114
207,609.0,800.0,0.04717484068269479,17.98807362061842
208,610.0,800.0,0.05056448551416088,17.533581026244132
209,611.0,800.0,0.05364252470856373,17.131673750181072
210,612.0,800.0,0.05680345046635049,16.72382111425277
211,613.0,800.0,0.060156209980829566,16.294474435119653
212,614.0,800.0,0.06340388601934223,15.886965295554662
213,615.0,800.0,0.06687175129264095,15.454464447492287
214,616.0,800.0,0.07041916793248784,15.017603035926669
215,617.0,800.0,0.0739284127674691,14.5932186821268
216,618.0,800.0,0.07706292842242958,14.2283149031998
217,619.0,800.0,0.07987085832623105,13.915075574993827
218,620.0,800.0,0.08357827539070034,13.483322878423296
219,621.0,800.0,0.08729013559151585,13.05837630630227
220,622.0,800.0,0.09115339915091043,12.620262597816124
221,623.0,800.0,0.09486953692206403,12.209737397861298
222,624.0,800.0,0.09867931328404901,11.794096902277374
223,625.0,800.0,0.1021701669819857,11.428492673735844
224,626.0,800.0,0.10563714414664507,11.073021854982793
225,627.0,800.0,0.10908680882207158,10.726752926648565
226,628.0,800.0,0.11258999514783447,10.380425513121462
227,629.0,800.0,0.11596885094641426,10.057143110252502
228,630.0,800.0,0.11948305547539158,9.72329378148982
229,631.0,800.0,0.12328773709737101,9.359582270973824
230,632.0,800.0,0.12702833604780892,9.01155454031602
231,633.0,800.0,0.13052482475836696,8.70152178754407
232,636.0,800.0,0.1341440874666926,8.517886744992442
233,637.0,800.0,0.13462626730248126,8.72734653873971
234,638.0,800.0,0.11979917555678404,10.641223815525857
235,640.0,800.0,0.11359609552349911,11.555094992420111
236,641.0,800.0,0.11181131249715356,11.935201320172975
237,650.0,800.0,0.09723864926410987,14.120508454277312
238,657.0,800.0,0.08762163883374126,15.900397924429752
239,752.0,800.0,0.08063212811979964,20.74079183559712
240,755.0,1000.0,0.08058306181230163,24.693330271337036
241,757.0,800.0,0.08058650229294204,24.89463227515254
242,759.0,1000.0,0.06567387463418037,28.022279042385815
243,761.0,1000.0,0.049817356730148324,31.294192666851714
244,763.0,1000.0,0.0459078321551287,32.15715066176289
245,767.0,1000.0,0.03577231804321702,34.243840416001035
246,774.0,1000.0,0.024665170622142074,36.51687009519906
247,776.0,1000.0,0.018784400679794203,37.70323801556181
248,781.0,1000.0,0.005924650300568039,40.06887148186614
249,782.0,1000.0,0.0038162045250215216,40.461951937547866
250,783.0,1000.0,-0.005074355945026772,42.02161622433134
251,784.0,1000.0,-0.003964344078609641,41.823399803629734
252,785.0,1000.0,-0.002722317233532597,41.604564815352795
253,786.0,1000.0,-0.0013142091827755013,41.35964791338904
254,787.0,1000.0,0.0002106985778953751,41.097574477131545
255,788.0,1000.0,0.0016327701256496907,40.856033012591205
256,789.0,1000.0,0.003105145150871506,40.60883440345437
257,790.0,1000.0,0.004537056156694152,40.371378499627035
258,791.0,1000.0,0.00589337976215555,40.14940951367168
259,792.0,1000.0,0.00748618123431143,39.89089784905596
260,793.0,1000.0,0.009036805261318752,39.64253106583406
261,794.0,1000.0,0.010518919068026919,39.408501206795236
262,795.0,1000.0,0.01208552729922599,39.16366298417782
263,796.0,1000.0,0.01371816204866181,38.91126168206844
264,797.0,1000.0,0.015379163086885634,38.65755867696307
265,798.0,1000.0,0.01699527445996598,38.414360020357094
266,799.0,1000.0,0.018688382935494227,38.16215104720807
267,800.0,1000.0,0.020385113319817526,37.912756029420486
268,801.0,1000.0,0.02322736392968402,37.48690779699126
269,802.0,1000.0,0.025684448581618117,37.12682995521923
270,803.0,1000.0,0.028458927813801885,36.72247012281236
271,804.0,1000.0,0.031233975334518806,36.32357173243576
272,805.0,1000.0,0.03440318809415407,35.86991615554608
273,806.0,1000.0,0.037467616194774504,35.43852627234593
274,807.0,1000.0,0.04058326122146954,35.00553148950976
275,808.0,1000.0,0.04326569470878053,34.64374972763458
276,809.0,1000.0,0.04575522409336877,34.316075544039705
277,810.0,1000.0,0.04836830353233574,33.97509501116596
278,811.0,1000.0,0.05119567264837306,33.60784005464082
279,812.0,1000.0,0.05375396684876279,33.28552477403229
280,813.0,1000.0,0.05636890378187425,32.96011288557989
281,814.0,1000.0,0.05901411224083575,32.63557177127131
282,815.0,1000.0,0.061880729096772544,32.28465967311318
283,816.0,1000.0,0.06512544925430977,31.885790139839667
284,817.0,1000.0,0.06820285509684272,31.51700136529683
285,818.0,1000.0,0.0712437501273991,31.15947891611578
286,819.0,1000.0,0.07406972163668032,30.83791262645309
287,820.0,1000.0,0.07696044253180816,30.51306286456213
288,821.0,1000.0,0.07991631069539769,30.18506936868217
289,822.0,1000.0,0.08312951456082152,29.82798995367993
290,823.0,1000.0,0.08606589436371109,29.514708194850655
291,824.0,1000.0,0.08887760908509178,29.224004316549355
292,825.0,1000.0,0.09182162194378664,28.921328215428034
293,832.0,1000.0,0.09698690116617804,28.623564275499227
294,835.0,1000.0,0.08797924696043496,30.219451006470468
295,843.0,1000.0,0.06648726272935514,33.2469255467612
296,844.0,1000.0,0.06422321711290478,33.81215718308051
297,845.0,1000.0,0.059442444004904796,34.416607761397415
298,862.0,1000.0,0.05022482492494359,35.90931876972595
299,863.0,1000.0,0.050118038215680255,36.372390303462026
300,864.0,1000.0,0.03430447028727505,37.9089837269478
301,865.0,1206.0,0.01691155910882548,39.55870851564352
302,885.0,1208.0,-0.0049990559321615915,41.51347999429735
303,888.0,1000.0,-0.006244937261237812,41.575872685666184
304,890.0,1000.0,-0.009800394460185866,41.80315187094474
305,893.0,1233.0,-0.02230451248919668,42.5994799790684
306,894.0,1233.0,-0.02678761331061547,42.847454865279595
307,900.0,1237.0,-0.03399067825286816,43.18549769606228
308,942.0,1000.0,-0.03528445898443011,42.42140294701853
309,950.0,993.0,-0.07116780370219924,41.93401635931767
310,957.0,1000.0,-0.04114399028011433,41.315749809057984
311,960.0,1003.0,-0.04026070138719723,42.2708907960583
312,962.0,1005.0,-0.04358287263834404,42.946897465925225
313,963.0,1005.0,-0.04441103907739274,43.07397427924981
314,964.0,1006.0,-0.04883094645642875,44.051801150243435
315,966.0,1009.0,-0.05183362399984374,44.66653883684317
316,968.0,1011.0,-0.05847009383053035,46.07035651331372
317,972.0,1015.0,-0.06397608840794566,47.13334841751768
318,973.0,1015.0,-0.06418791890851883,47.020479794777046
319,975.0,1018.0,-0.09529162321093079,53.77534089778145
320,976.0,1018.0,-0.11175893728233337,57.24840724020063
321,977.0,1237.0,-0.127025489738289,60.465151684545106
322,978.0,1237.0,-0.12889759384577495,60.744372786131265
323,979.0,1237.0,-0.13282900754017463,61.46466055027582
324,987.0,1237.0,-0.15733366995193634,66.04643235531037
325,988.0,1237.0,-0.15825812261827502,65.53302630358104
326,989.0,1237.0,-0.16343449393697815,66.4411006726156
327,990.0,1237.0,-0.16653818225235398,66.91392228333066
328,991.0,1237.0,-0.16824789530829945,67.0961655644912
329,1000.0,1237.0,-0.1835085068562043,69.28783986435025
330,1001.0,1237.0,-0.18424363419724374,68.5168599558634
331,1002.0,1237.0,-0.18187251362213122,67.87499005066942
332,1003.0,1237.0,-0.17967675279025844,67.27153145732773
333,1004.0,1237.0,-0.1772522584250673,66.62877628078596
334,1005.0,1237.0,-0.17472486640537171,65.97131953861873
335,1006.0,1237.0,-0.17234958764989655,65.34766698742855
336,1007.0,1237.0,-0.16993832115245006,64.72199929825871
337,1008.0,1237.0,-0.16726543405100763,64.05223108913653
338,1009.0,1237.0,-0.16429709413693905,63.33285443106877
339,1010.0,1237.0,-0.16113332719853346,62.583260453326794
340,1011.0,1237.0,-0.15796193332610603,61.838590653601614
341,1012.0,1237.0,-0.1546955629211095,61.08288293616114
342,1013.0,1237.0,-0.15152310887740256,60.35080073728537
343,1014.0,1237.0,-0.14840794763151227,59.63543344290183
344,1015.0,1237.0,-0.14527910790158086,58.92383434388266
345,1016.0,1237.0,-0.1422887429549983,58.243279910542796
346,1017.0,1237.0,-0.13945645729827427,57.59684432069092
347,1018.0,1237.0,-0.13693688361161496,57.01142332085395
348,1019.0,1237.0,-0.1341556251877316,56.38498495463887
349,1020.0,1237.0,-0.13150117967118846,55.78630136405609
350,1021.0,1237.0,-0.12875856822680917,55.1775857930629
351,1022.0,1237.0,-0.12582386400220777,54.541123393980044
352,1023.0,1237.0,-0.12308201715329646,53.9437018719651
353,1024.0,1237.0,-0.12039959003961455,53.36192481837219
354,1025.0,1237.0,-0.11763824845692226,52.77209715927489
355,1026.0,1237.0,-0.11498017760145242,52.20524493624356
356,1027.0,1237.0,-0.11213310338550007,51.611956290362116
357,1028.0,1237.0,-0.10921147626000229,51.011911457018485
358,1029.0,1237.0,-0.10625910587459138,50.41260649678027
359,1030.0,1237.0,-0.10354442269496855,49.858424666267915
360,1031.0,1237.0,-0.10043104239862445,49.24428587497252
361,1032.0,1237.0,-0.09727603744455078,48.62958902505988
362,1033.0,1237.0,-0.09409531187587446,48.01703544548977
363,1034.0,1237.0,-0.09092215304692064,47.412061562152324
364,1035.0,1237.0,-0.08760111331263086,46.78977305161904
365,1036.0,1237.0,-0.08417449851446948,46.15734018539875
366,1037.0,1237.0,-0.08056961716093897,45.503594433026464
367,1038.0,1237.0,-0.07681846643231761,44.83409415147197
368,1039.0,1237.0,-0.07312824826087909,44.18160165029524
369,1040.0,1237.0,-0.0694072617705903,43.5317204960396
370,1041.0,1237.0,-0.06527956948174218,42.826648621786404
371,1042.0,1237.0,-0.06130145121554201,42.15271695757603
372,1043.0,1237.0,-0.05744463838505794,41.50517995612691
373,1044.0,1237.0,-0.05349073666684665,40.850696158291946
374,1045.0,1237.0,-0.04924288156804738,40.160027156805214
375,1046.0,1237.0,-0.04487358037102512,39.459758396880844
376,1047.0,1237.0,-0.04066514573505189,38.79203649038578
377,1048.0,1237.0,-0.036228282599615615,38.099152463741596
378,1049.0,1237.0,-0.031805426785814404,37.41718723232701
379,1050.0,1237.0,-0.027447536117314555,36.75348765860871
380,1051.0,1237.0,-0.02303000654305558,36.089915863798105
381,1052.0,1237.0,-0.01880969323054386,35.463381053565875
382,1053.0,1237.0,-0.01473006899422807,34.86526471877849
383,1054.0,1237.0,-0.01063669258279911,34.27336857577278
384,1055.0,1237.0,-0.006310600506780504,33.657078992547376
385,1056.0,1237.0,-0.002005558340107722,33.05236753087308
386,1057.0,1237.0,0.002203210640906983,32.46955185315294
387,1058.0,1237.0,0.006731148481485623,31.851427579634574
388,1059.0,1237.0,0.011681224814143123,31.184948346874638
389,1060.0,1237.0,0.016789114715696978,30.50706443497901
390,1061.0,1237.0,0.021688723058012175,29.867306031824473
391,1062.0,1237.0,0.02665877856199951,29.22797737285217
392,1063.0,1237.0,0.03140923903203698,28.62757536936922
393,1064.0,1237.0,0.03585060372173465,28.077165834050863
394,1065.0,1237.0,0.04050835485470729,27.507508790486156
395,1066.0,1237.0,0.04526832725774745,26.93398070534868
396,1067.0,1237.0,0.049827672796413085,26.395652803657228
397,1068.0,1237.0,0.05415114253173093,25.896399820068275
398,1069.0,1237.0,0.05808803920580666,25.454501981666464
399,1070.0,1237.0,0.06197374517380393,25.026876774872612
400,1071.0,1237.0,0.0658699653832422,24.60571921407607
401,1072.0,1237.0,0.06957440836060239,24.21594269324401
402,1073.0,1237.0,0.07280884379882589,23.890915978141344
403,1074.0,1237.0,0.07549201653730965,23.63906092058364
404,1075.0,1237.0,0.07807614745465538,23.404457227039458
405,1081.0,1237.0,0.08257458995698423,23.15465751956306
406,1086.0,1237.0,0.06233875167844092,25.843672931562004
407,1089.0,1237.0,0.055225947450163265,26.86344562636201
408,1091.0,1237.0,0.04582397738438879,27.98077763107078
409,1094.0,1237.0,0.036161615363906364,29.084494986496964
410,1095.0,1237.0,0.03554949614503395,29.218645307094707
411,1105.0,1237.0,0.019291515499681944,30.946096200298676
412,1126.0,1237.0,0.002761839322110236,32.54764326403478
413,1138.0,1237.0,-0.0001277236118967893,32.780513924783655
414,1150.0,1237.0,-0.005004693295689745,33.02399188288564
415,1194.0,1237.0,-0.008047841651793354,32.95335850638061
416,1200.0,1243.0,-0.013000784801795817,33.99074887664707
417,1223.0,1266.0,-0.01949273473181044,35.35426558693192
418,1224.0,1266.0,-0.01973620441439362,35.180041850182604
419,1227.0,1493.0,-0.0300032634205402,37.446239933823094
420,1228.0,1493.0,-0.034131049026014805,38.31129122849091
421,1229.0,1493.0,-0.043229679814378814,40.2970562144817
422,1250.0,1493.0,-0.05533594330501747,42.375274613139695
423,1255.0,1448.0,-0.06307450492701902,42.84090928337969
424,1256.0,1448.0,-0.06316866582996393,42.66893542846491
425,1258.0,1448.0,-0.06158698303234943,42.33959164175309
426,1259.0,1448.0,-0.06002730857865952,42.017649915033275
427,1260.0,1448.0,-0.05885966132552555,41.78714610749705
428,1328.0,1448.0,-0.05545915994307743,39.3785544557027
429,1349.0,1493.0,-0.024167528438463932,33.42243544013976
430,1377.0,1588.0,-0.022588884484741674,32.67585727660175
431,1378.0,1588.0,-0.022586084058527862,32.347853206042544
432,1379.0,1588.0,-0.021054425556490796,32.069480152143825
433,1380.0,1588.0,-0.018897946773122457,31.690450248548192
434,1381.0,1588.0,-0.01685624894048214,31.334672159389417
435,1382.0,1588.0,-0.014861251501586922,30.990636330470117
436,1383.0,1588.0,-0.01322419551357593,30.70893495292274
437,1384.0,1588.0,-0.011538892307721534,30.42269163806075
438,1385.0,1588.0,-0.009789005485794342,30.129420967422753
439,1386.0,1588.0,-0.008018719914815235,29.836386270580302
440,1387.0,1588.0,-0.006304646082890504,29.555829811389454
441,1388.0,1588.0,-0.004661112672602219,29.289846886481016
442,1389.0,1588.0,-0.002752657505021802,28.985558312498288
443,1390.0,1588.0,-0.0008694389917646538,28.68902356692515
444,1391.0,1588.0,0.0010421965399853646,28.39185062051213
445,1392.0,1588.0,0.002921394534714712,28.103496325863798
446,1393.0,1588.0,0.00462604388297014,27.845606370115433
447,1394.0,1588.0,0.006607999683460206,27.54897513232391
448,1395.0,1588.0,0.008784707276172548,27.22690028550781
449,1396.0,1588.0,0.010672457257553652,26.952522495576815
450,1397.0,1588.0,0.01234495491731278,26.71399280153026
451,1482.0,1588.0,0.016770087195658596,26.777134915359344
