;Size;EntryBar;ExitBar;EntryPrice;ExitPrice;PnL;ReturnPct;EntryTime;ExitTime;Tag;Duration
0;285328;168;180;35,04728009033203;33,61677932739258;-408161,9216879881;-0,040816313256048176;2000-08-31;2000-09-19;;19 days
1;-301671;187;190;31,79569051361084;32,45465087890625;-198789,23235903174;-0,020724832662883275;2000-09-28;2000-10-03;;5 days
2;261649;253;260;35,89931874847412;35,28911590576172;-159658,9635928578;-0,016997616221849365;2001-01-03;2001-01-12;;9 days
3;-278980;271;281;33,09693869781494;34,07029342651367;-271546,5022123718;-0,029409207225651768;2001-01-30;2001-02-13;;14 days
4;273908;312;316;32,71836703491211;33,61677932739258;246082,31420873926;0,02745895880200311;2001-03-29;2001-04-04;;6 days
5;247229;353;362;37,24440696716309;37,650794982910156;100470,90274513216;0,010911383717436163;2001-05-29;2001-06-11;;13 days
6;-247427;366;377;37,6207518157959;35,990928649902344;403262,2564675446;0,04332245070150986;2001-06-15;2001-07-02;;17 days
7;-276866;391;399;35,07709748840332;35,800453186035156;-200272,59858053652;-0,020621880070635257;2001-07-23;2001-08-02;;10 days
8;261307;409;423;36,39918351745605;36,589569091796875;49749,083274277415;0,005230490245736297;2001-08-16;2001-09-06;;21 days
9;262608;435;440;36,40827301025391;38,312923431396484;500176,4377954099;0,052313671142988794;2001-09-28;2001-10-05;;7 days
10;280193;461;466;35,90840824127197;35,020408630371094;-248811,2749771495;-0,02472957322235847;2001-11-05;2001-11-12;;7 days
11;-287303;488;516;34,15377693176269;34,47618865966797;-92629,8566623696;-0,009440002156992477;2001-12-13;2002-01-25;;43 days
12;276350;528;542;35,17224341583252;37,1609992980957;549592,6880634311;0,05654333329695893;2002-02-12;2002-03-05;;21 days
13;251323;567;604;40,86160464477539;41,1609992980957;75244,762456421;0,0073270410186545565;2002-04-10;2002-06-03;;54 days
14;-252885;621;630;40,90668539428711;38,90249252319336;506830,3142065429;0,04899426222818948;2002-06-26;2002-07-10;;14 days
15;-308963;636;639;35,122359718322755;33,29705047607422;563953,0194128347;0,051970005913250295;2002-07-18;2002-07-23;;5 days
16;-309088;663;669;36,93278800201416;34,90249252319336;627539,9689577647;0,05497271093398315;2002-08-26;2002-09-04;;9 days
17;347064;738;749;34,69964712524414;34,49433135986328;-71257,7107961427;-0,0059169410178667725;2002-12-11;2002-12-27;;16 days
18;-373596;774;783;32,04462706756592;32,31745910644531;-101928,9583971858;-0,008514127448078224;2003-02-04;2003-02-18;;14 days
19;385717;800;803;30,773441093444823;32,716552734375;749491,1928046648;0,06314248819395396;2003-03-13;2003-03-18;;5 days
20;361495;865;869;34,908678703308105;34,29478454589844;-221919,6684328078;-0,01758571736923098;2003-06-16;2003-06-20;;4 days
21;-366288;872;880;33,84600595092773;34,739227294921875;-327176,2596489263;-0,026390745935848337;2003-06-25;2003-07-08;;13 days
22;-336719;914;920;35,846528747558594;37,124717712402344;-430390,5100532226;-0,03565725914063034;2003-08-25;2003-09-03;;9 days
23;-313243;933;988;37,15909153747558;37,596370697021484;-136974,63577363698;-0,01176775699978827;2003-09-22;2003-12-09;;78 days
24;-305538;991;1004;37,64790763092041;37,804988861083984;-47994,28490171896;-0,004172376103966036;2003-12-12;2004-01-02;;21 days
25;294894;1014;1043;38,84397422790527;40,78004455566406;570935,5232341011;0,04984223077688932;2004-01-16;2004-03-01;;45 days
26;-303242;1053;1069;39,6574874420166;40,725624084472656;-323903,8917316586;-0,02693404729731763;2004-03-15;2004-04-06;;22 days
27;-296359;1075;1087;39,4854955368042;39,095237731933594;115656,41279364839;0,009883573691176095;2004-04-15;2004-05-03;;18 days
28;-305937;1091;1102;38,6273519821167;40,0;-419943,8166471632;-0,035535648897672134;2004-05-07;2004-05-24;;17 days
29;-279326;1137;1144;40,8039440536499;38,52381134033203;636900,350280227;0,05588020389205273;2004-07-15;2004-07-26;;11 days
30;-319494;1153;1173;37,66737316894531;38,71428680419922;-334482,62498181214;-0,027793645990611182;2004-08-06;2004-09-03;;28 days
31;300503;1187;1202;38,93485768890381;37,67618942260742;-378233,5900268639;-0,03232754249041736;2004-09-24;2004-10-15;;21 days
32;287755;1211;1224;39,34519974517822;41,761905670166016;695419,213444863;0,06142314540629479;2004-10-28;2004-11-16;;19 days
33;-282281;1262;1287;42,571828353881834;43,89523696899414;-373573,107282517;-0,031086487620671566;2005-01-11;2005-02-16;;36 days
34;271565;1295;1308;42,87605870819092;42,02857208251953;-230147,70550045013;-0,01976596383168694;2005-03-01;2005-03-18;;17 days
35;-271249;1310;1322;42,07757957458496;42,20000076293945;-33206,62491996811;-0,0029094161211791203;2005-03-22;2005-04-08;;17 days
36;-267741;1326;1335;42,50482015228271;39,84000015258789;713481,571538291;0,0626945365289755;2005-04-14;2005-04-27;;13 days
37;298679;1371;1377;40,490819847106934;38,869998931884766;-484105,17013764207;-0,04002934298051697;2005-06-17;2005-06-27;;10 days
38;291337;1381;1403;39,8495404586792;41,43000030517578;460446,4302987743;0,03966067935301276;2005-07-01;2005-08-03;;33 days
