Date;Open;High;Low;Close;Volume;Evento
2015-01-02;145,22000122070312;146,9499969482422;143,60000610351562;146,4199981689453;1248300;0
2015-01-05;145,2100067138672;145,44000244140625;140,8699951171875;141,4600067138672;2443200;0
2015-01-06;141,88999938964844;143,6199951171875;139,6999969482422;142,25;2927000;0
2015-01-07;143,64999389648438;144,02000427246094;140,86000061035156;142,92999267578125;1698200;0
2015-01-08;145,39999389648438;146,75999450683594;144,00999450683594;145,82000732421875;1555800;0
2015-01-09;146,42999267578125;146,6199951171875;143,27999877929688;143,60000610351562;1172700;0
2015-01-12;143,27999877929688;143,27999877929688;141,02999877929688;142,55999755859375;956500;0
2015-01-13;143,72000122070312;144,44000244140625;140,25;141,33999633789062;1346100;0
2015-01-14;139,22000122070312;142,4499969482422;139,22000122070312;142,39999389648438;2239800;0
2015-01-15;143,8000030517578;144,1999969482422;141,36000061035156;141,52000427246094;1733100;0
2015-01-16;141,6999969482422;142,2100067138672;139,75999450683594;140,86000061035156;2251500;0
2015-01-20;141,55999755859375;142,5;140,52000427246094;142,02999877929688;1694600;0
2015-01-21;141,27000427246094;145,08999633789062;141,24000549316406;144,72999572753906;1726800;0
2015-01-22;146,47000122070312;148,0399932861328;144,72999572753906;147,3300018310547;1605700;0
2015-01-23;146,47999572753906;147,02999877929688;144,6999969482422;145,85000610351562;1240300;0
2015-01-26;146,5800018310547;147,99000549316406;145,5500030517578;147,85000610351562;1265400;0
2015-01-27;143,3300018310547;143,75999450683594;140,02999877929688;142,27000427246094;3628100;0
2015-01-28;143,27999877929688;144,17999267578125;141,47999572753906;141,6199951171875;1797600;0
2015-01-29;141,99000549316406;142,7899932861328;139,88999938964844;142,6999969482422;1630400;0
2015-01-30;141,10000610351562;141,61000061035156;139,30999755859375;139,4600067138672;2456500;0
2015-02-02;139,86000061035156;143,33999633789062;138,89999389648438;143,00999450683594;1886500;0
2015-02-03;143,75;145,58999633789062;143,74000549316406;145,5500030517578;2136400;0
2015-02-04;145,0500030517578;145,42999267578125;143,57000732421875;144,16000366210938;1990200;0
2015-02-05;138,41000366210938;139,8800048828125;135,35000610351562;138,11000061035156;4435300;0
2015-02-06;138,2100067138672;138,39999389648438;135,55999755859375;135,86000061035156;2976800;0
2015-02-09;135,08999633789062;136,35000610351562;134,07000732421875;134,39999389648438;3246300;0
2015-02-10;134,89999389648438;135,24000549316406;133,5;134,9600067138672;2189900;0
2015-02-11;134,99000549316406;135,41000366210938;134,24000549316406;135,1199951171875;1804600;0
2015-02-12;135,47999572753906;136,77999877929688;135,35000610351562;136,6300048828125;1752600;0
2015-02-13;136,75;139,36000061035156;136,64999389648438;139,0399932861328;1938800;0
2015-02-17;139,1199951171875;139,47999572753906;137,9600067138672;138,97999572753906;1241500;0
2015-02-18;138,61000061035156;141,08999633789062;138,4499969482422;140,17999267578125;1263400;0
2015-02-19;139,94000244140625;141,67999267578125;139,6199951171875;140,8000030517578;1595600;0
2015-02-20;140,6300048828125;142,8800048828125;139,6199951171875;142,5500030517578;1934700;0
2015-02-23;142,02000427246094;142,5;140,72999572753906;141,55999755859375;1315600;0
2015-02-24;141,55999755859375;142,49000549316406;141,42999267578125;141,7899932861328;1117100;0
2015-02-25;142,1199951171875;142,8000030517578;141,6999969482422;142,17999267578125;1260600;0
2015-02-26;142,5500030517578;143,02000427246094;141,8000030517578;142,22999572753906;1723500;0
2015-02-27;142,22999572753906;142,82000732421875;141,02999877929688;142,22999572753906;1906100;0
2015-03-02;142,22999572753906;143,4600067138672;141,6999969482422;143,42999267578125;1894600;0
2015-03-03;144,60000610351562;146,1300048828125;144,25999450683594;145,36000061035156;6469800;0
2015-03-04;145,0500030517578;145,3300018310547;142,5800018310547;143,9499969482422;2853800;0
2015-03-05;143,52000427246094;143,9199981689453;142,1999969482422;142,27000427246094;2104900;0
2015-03-06;141,1999969482422;142,50999450683594;139,9199981689453;140,4199981689453;1736900;0
2015-03-09;140,3000030517578;141,17999267578125;139,8000030517578;140,9499969482422;1193200;0
