;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;42;3;50;2;3;4;6;0,04;0,05;YUM;6,181332097504863
1;42;3;50;2;3;4;6;0,04;0,06;YUM;6,263187930090998
2;42;3;50;2;3;4;6;0,04;0,07;YUM;5,00591244915931
3;42;3;50;2;3;4;6;0,05;0,05;YUM;5,706664455380544
4;42;3;50;2;3;4;6;0,05;0,06;YUM;5,655747641538078
5;42;3;50;2;3;4;6;0,05;0,07;YUM;4,492733203732963
6;42;3;50;2;3;4;6;0,06;0,05;YUM;5,937500885104161
7;42;3;50;2;3;4;6;0,06;0,06;YUM;5,4267448612378235
8;42;3;50;2;3;4;6;0,06;0,07;YUM;4,316079943915645
9;42;3;60;2;3;4;6;0,04;0,05;YUM;6,443572202936918
10;42;3;60;2;3;4;6;0,04;0,06;YUM;6,068307449078446
11;42;3;60;2;3;4;6;0,04;0,07;YUM;6,339822576175804
12;42;3;60;2;3;4;6;0,05;0,05;YUM;4,910047616913475
13;42;3;60;2;3;4;6;0,05;0,06;YUM;4,700476289970267
14;42;3;60;2;3;4;6;0,05;0,07;YUM;4,813223666630881
15;42;3;60;2;3;4;6;0,06;0,05;YUM;5,506605341946804
16;42;3;60;2;3;4;6;0,06;0,06;YUM;5,057952187254052
17;42;3;60;2;3;4;6;0,06;0,07;YUM;5,171171329236149
18;42;3;70;2;3;4;6;0,04;0,05;YUM;6,80525221321715
19;42;3;70;2;3;4;6;0,04;0,06;YUM;6,151179376674452
20;42;3;70;2;3;4;6;0,04;0,07;YUM;5,667161214158029
21;42;3;70;2;3;4;6;0,05;0,05;YUM;6,101651779369114
22;42;3;70;2;3;4;6;0,05;0,06;YUM;6,015138677473135
23;42;3;70;2;3;4;6;0,05;0,07;YUM;5,241410883428982
24;42;3;70;2;3;4;6;0,06;0,05;YUM;5,303320316267692
25;42;3;70;2;3;4;6;0,06;0,06;YUM;5,297601800617334
26;42;3;70;2;3;4;6;0,06;0,07;YUM;4,594936182461725
