;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;cenario
0;63;1;90;2;2;3;6;0,01;0,05;VMC;15,010174397841102;0,9111295310620748;-15,365568725557022;49,0;Media_dos_resultados_por_ativo
