;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;42;2;50;2;3;4;6;0,01;0,05;GE;5,424715575893569
1;42;2;50;2;3;4;6;0,01;0,06;GE;3,7984800877643012
2;42;2;50;2;3;4;6;0,01;0,07;GE;4,863937029748778
3;42;2;50;2;3;4;6;0,02;0,05;GE;6,133650161602772
4;42;2;50;2;3;4;6;0,02;0,06;GE;4,5759996714513385
5;42;2;50;2;3;4;6;0,02;0,07;GE;5,787379558799411
6;42;2;50;2;3;4;6;0,03;0,05;GE;4,851675468849651
7;42;2;50;2;3;4;6;0,03;0,06;GE;3,0619205150436
8;42;2;50;2;3;4;6;0,03;0,07;GE;5,196883201067067
9;42;2;60;2;3;4;6;0,01;0,05;GE;5,371690560700182
10;42;2;60;2;3;4;6;0,01;0,06;GE;4,028329762514507
11;42;2;60;2;3;4;6;0,01;0,07;GE;4,470272023120534
12;42;2;60;2;3;4;6;0,02;0,05;GE;6,2752480132744
13;42;2;60;2;3;4;6;0,02;0,06;GE;4,932103141461181
14;42;2;60;2;3;4;6;0,02;0,07;GE;5,418115254784791
15;42;2;60;2;3;4;6;0,03;0,05;GE;5,782355013373457
16;42;2;60;2;3;4;6;0,03;0,06;GE;3,6610343217952783
17;42;2;60;2;3;4;6;0,03;0,07;GE;4,304358467144846
18;42;2;70;2;3;4;6;0,01;0,05;GE;4,351938197763842
19;42;2;70;2;3;4;6;0,01;0,06;GE;3,517026557054117
20;42;2;70;2;3;4;6;0,01;0,07;GE;4,6343267985082495
21;42;2;70;2;3;4;6;0,02;0,05;GE;6,336468562023872
22;42;2;70;2;3;4;6;0,02;0,06;GE;5,75793931726785
23;42;2;70;2;3;4;6;0,02;0,07;GE;5,769412440233275
24;42;2;70;2;3;4;6;0,03;0,05;GE;5,506887859349934
25;42;2;70;2;3;4;6;0,03;0,06;GE;4,7022389534520626
26;42;2;70;2;3;4;6;0,03;0,07;GE;4,716448939194615
