;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;VMC;cenario_in_sample_1x;janela_rsi;49;5,644888340035792
1;VMC;cenario_in_sample_1x;ordem;3;5,1982811733388665
2;VMC;cenario_in_sample_1x;lookback;50;5,170829323560086
3;VMC;cenario_in_sample_1x;break_min;4;4,42359489588569
