;indice_original_lower_pivot;support_slope;support_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;support_slope_rounded
0;90,0;-0,057107239364265316;49,053732688368605;43,914081145584724;1;58,0;106,0;3,0;55,0;107,0;1,0;-0,05711
1;90,0;0,23676200944368792;22,605500295652813;43,914081145584724;1;90,0;125,0;3,0;80,0;139,0;14,0;0,23676
2;90,0;0,7620493177139323;-24,670357448669172;43,914081145584724;1;90,0;106,0;3,0;63,0;112,0;6,0;0,76205
3;90,0;0,7887720656217077;-27,07540476036896;43,914081145584724;1;90,0;106,0;3,0;58,0;107,0;4,0;0,78877
4;125,0;-0,033915516266363;56,440191009409176;52,2007514761138;1;100,0;161,0;3,0;104,0;162,0;23,0;-0,03392
5;125,0;0,01595798697248;50,2060031045538;52,2007514761138;1;100,0;149,0;3,0;94,0;149,0;17,0;0,01596
6;125,0;0,1231472154922342;36,80734953958453;52,2007514761138;1;58,0;161,0;4,0;111,0;162,0;26,0;0,12315
7;125,0;0,23641537007616797;22,648830216592806;52,2007514761138;1;90,0;149,0;5,0;104,0;155,0;22,0;0,23642
8;125,0;0,28076284352874425;17,105396035020767;52,2007514761138;1;90,0;149,0;5,0;99,0;149,0;18,0;0,28076
9;154,0;-0,03752948814650482;61,551561899950336;55,77202072538859;1;144,0;192,0;5,0;154,0;203,0;40,0;-0,03753
10;161,0;-0,22228698774588027;91,29751933544978;55,50931430836306;1;144,0;207,0;5,0;161,0;210,0;42,0;-0,22229
11;161,0;-0,03752948814650482;61,551561899950336;55,50931430836306;1;144,0;172,0;4,0;132,0;181,0;35,0;-0,03753
12;161,0;-0,001524095912064435;55,75469375020543;55,50931430836306;1;154,0;192,0;3,0;157,0;206,0;41,0;-0,00152
13;161,0;0,09190452311803494;40,71268608635943;55,50931430836306;1;100,0;172,0;5,0;120,0;174,0;30,0;0,0919
14;182,0;-0,001524095912064435;55,75469375020543;55,477308294209706;1;154,0;192,0;3,0;142,0;198,0;36,0;-0,00152
