;indice_original_upper_pivot;resist_slope;resist_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;resist_slope_rounded
0;61,0;0,1900135821856605;39,31613462301174;50,90696313633703;1;61,0;108,0;3,0;61,0;110,0;3,0;0,19001
1;65,0;0,1936730154259134;38,92091583306443;51,5096618357488;1;61,0;112,0;5,0;62,0;114,0;4,0;0,19367
2;108,0;0,08867654831115246;50,26053428145861;59,83760149906308;1;51,0;121,0;3,0;71,0;135,0;6,0;0,08868
3;108,0;0,09057856589183994;50,055116382744366;59,83760149906308;1;51,0;121,0;3,0;88,0;137,0;16,0;0,09058
4;108,0;0,2543204716823222;32,37099055737228;59,83760149906308;1;72,0;121,0;6,0;71,0;125,0;7,0;0,25432
5;108,0;0,3273648125375467;24,482201745008034;59,83760149906308;1;81,0;121,0;5,0;81,0;130,0;13,0;0,32736
6;108,0;0,39751091724823484;16,906422436253713;59,83760149906308;1;81,0;121,0;5,0;86,0;137,0;15,0;0,39751
7;138,0;-0,17264176302188408;86,37952177283827;62,554958475818275;1;138,0;155,0;4,0;105,0;157,0;24,0;-0,17264
8;138,0;-0,09555091142664789;75,74098425269568;62,554958475818275;1;138,0;155,0;4,0;112,0;161,0;28,0;-0,09555
9;138,0;0,09087118398117647;50,014735086415925;62,554958475818275;1;51,0;155,0;4,0;96,0;161,0;19,0;0,09087
10;169,0;-0,25860352416165583;110,05127755437967;66,34728197105983;1;169,0;203,0;3,0;138,0;204,0;36,0;-0,2586
11;169,0;0,122333015975534;45,673002271194584;66,34728197105983;1;98,0;186,0;5,0;119,0;187,0;30,0;0,12233
12;169,0;0,26705524267557357;21,214945958887895;66,34728197105983;1;146,0;186,0;3,0;146,0;195,0;39,0;0,26706
13;169,0;0,357120414124676;5,993931983989583;66,34728197105983;1;151,0;186,0;3,0;151,0;200,0;41,0;0,35712
14;186,0;-0,25860352416165583;110,05127755437967;61,95102206031168;1;169,0;203,0;3,0;162,0;211,0;47,0;-0,2586
15;215,0;-0,5150143342892671;164,00972630060932;53,28164442841687;1;215,0;230,0;3,0;186,0;235,0;56,0;-0,51501
16;215,0;-0,29894405627223486;117,55461652694736;53,28164442841687;1;169,0;230,0;3,0;169,0;235,0;49,0;-0,29894
17;215,0;-0,05508590075873201;65,12511309154425;53,28164442841687;1;108,0;121,0;3,0;215,0;264,0;61,0;-0,05509
18;222,0;0,12607368469667332;19,835216727692917;47,823574730354395;1;222,0;270,0;4,0;222,0;271,0;64,0;0,12607
19;250,0;-0,05508590075873201;65,12511309154425;51,35363790186125;1;108,0;121,0;3,0;200,0;252,0;58,0;-0,05509
20;250,0;0,07407538195574966;32,83479241292383;51,35363790186125;1;222,0;274,0;5,0;224,0;279,0;65,0;0,07408
21;250,0;0,12607368469667332;19,835216727692917;51,35363790186125;1;222,0;256,0;3,0;220,0;269,0;63,0;0,12607
22;250,0;0,2435674797115912;-9,538232026036553;51,35363790186125;1;230,0;274,0;3,0;235,0;284,0;69,0;0,24357
23;256,0;-0,0550244732384351;65,11190617468041;51,02564102564103;1;108,0;121,0;3,0;206,0;255,0;60,0;-0,05502
24;285,0;-0,43898818365296594;184,99013203286222;59,87849969176694;1;285,0;310,0;3,0;270,0;323,0;80,0;-0,43899
25;285,0;-0,32233444777960224;151,74381730895357;59,87849969176694;1;285,0;325,0;3,0;285,0;334,0;85,0;-0,32233
26;285,0;0,2435674797115912;-9,53823202603656;59,87849969176694;1;230,0;295,0;4,0;245,0;299,0;71,0;0,24357
27;285,0;0,5270837762446324;-90,34037653795332;59,87849969176694;1;270,0;310,0;3,0;260,0;319,0;79,0;0,52708
28;285,0;0,613368420269791;-114,9315000851235;59,87849969176694;1;270,0;310,0;3,0;274,0;323,0;83,0;0,61337
29;295,0;-0,22553224087801635;121,83633611684137;55,304325057826546;1;295,0;337,0;3,0;295,0;344,0;87,0;-0,22553
30;350,0;-0,016441152497639482;54,719451182171895;48,965047807998076;1;250,0;270,0;3,0;300,0;351,0;88,0;-0,01644
31;356,0;-0,16906750821447858;111,80818644827019;51,62015352391581;1;356,0;402,0;3,0;337,0;405,0;98,0;-0,16907
32;356,0;0,059051270075500394;30,59790137703767;51,62015352391581;1;302,0;356,0;3,0;310,0;359,0;91,0;0,05905
33;356,0;0,14951715301074062;-1,6079529479078474;51,62015352391581;1;325,0;366,0;3,0;316,0;374,0;93,0;0,14952
34;356,0;0,3046411885771554;-56,8321096095515;51,62015352391581;1;337,0;383,0;3,0;333,0;386,0;97,0;0,30464
35;366,0;-0,21676275660388916;129,26464735879446;49,929478441771025;1;356,0;397,0;3,0;347,0;401,0;102,0;-0,21676
36;366,0;-0,17712452149372315;114,7570533084737;49,929478441771025;1;356,0;414,0;5,0;359,0;415,0;109,0;-0,17712
37;366,0;-0,16906750821447858;111,80818644827019;49,929478441771025;1;356,0;397,0;3,0;347,0;401,0;103,0;-0,16907
38;409,0;-0,15120721392169154;104,15687451151277;42,31312401754093;1;285,0;432,0;6,0;382,0;432,0;113,0;-0,15121
39;414,0;-0,4332266470955921;220,21605258705745;40,8602206894823;1;409,0;443,0;3,0;397,0;446,0;118,0;-0,43323
40;414,0;-0,31668626130549027;171,96833286995528;40,8602206894823;1;409,0;459,0;4,0;414,0;463,0;123,0;-0,31669
41;443,0;-0,4332266470955921;220,21605258705745;28,296647923710125;1;409,0;443,0;3,0;402,0;451,0;120,0;-0,43323
42;459,0;-0,31668626130549027;171,96833286995525;26,609338930735234;1;409,0;455,0;3,0;409,0;458,0;122,0;-0,31669
43;482,0;-0,021354723713904327;70,81811898357883;60,52514215347694;1;169,0;503,0;3,0;455,0;508,0;132,0;-0,02135
44;503,0;-0,021354723713904327;70,81811898357883;60,07669295548495;1;169,0;526,0;3,0;476,0;531,0;137,0;-0,02135
45;623,0;0,052861897942864014;9,51547445045275;42,44843686885703;1;623,0;668,0;3,0;623,0;672,0;165,0;0,05286
46;659,0;0,03579352102693794;20,76353483804803;44,351465194800134;1;623,0;668,0;3,0;624,0;673,0;166,0;0,03579
47;659,0;0,14005905010340183;-47,94744882334168;44,351465194800134;1;659,0;681,0;3,0;638,0;687,0;170,0;0,14006
48;659,0;0,4027531029418559;-221,06282964388288;44,351465194800134;1;638,0;681,0;3,0;624,0;687,0;167,0;0,40275
49;659,0;0,48198675225437393;-273,2778045408323;44,351465194800134;1;638,0;691,0;3,0;641,0;692,0;173,0;0,48199
50;691,0;-0,35465967977682467;298,04434313771094;52,97450441192511;1;691,0;718,0;3,0;674,0;730,0;186,0;-0,35466
51;691,0;0,013382867065289076;43,72694326981036;52,97450441192511;1;302,0;350,0;4,0;691,0;740,0;191,0;0,01338
52;691,0;0,4242995983182178;-240,21651802596335;52,97450441192511;1;668,0;714,0;4,0;664,0;717,0;183,0;0,4243
53;691,0;0,475655082454171;-275,70315756390704;52,97450441192511;1;668,0;718,0;4,0;674,0;723,0;187,0;0,47566
54;691,0;0,5541740114850136;-329,95973752421924;52,97450441192511;1;674,0;718,0;3,0;681,0;730,0;189,0;0,55417
55;733,0;0,013382867065289076;43,72694326981036;53,53658482866725;1;302,0;350,0;4,0;683,0;732,0;190,0;0,01338
56;743,0;-0,14352701817504102;172,45363277095646;65,813058266901;1;743,0;757,0;3,0;714,0;763,0;200,0;-0,14353
57;743,0;-0,04010214054811086;95,60894869414736;65,813058266901;1;743,0;772,0;4,0;718,0;782,0;204,0;-0,0401
58;766,0;-0,28666294101633244;284,4745218528051;64,89070903429445;1;766,0;808,0;3,0;766,0;815,0;223,0;-0,28666
59;766,0;-0,04010214054811086;95,60894869414736;64,89070903429445;1;743,0;772,0;4,0;735,0;784,0;211,0;-0,0401
60;772,0;-0,4248390546522205;391,14648157971067;63,17073138819645;1;766,0;795,0;3,0;748,0;797,0;216,0;-0,42484
61;772,0;-0,4070563215484211;377,4182116235775;63,17073138819645;1;766,0;804,0;4,0;754,0;806,0;218,0;-0,40706
62;817,0;-0,027512970582939368;84,41074467822564;61,93264771196418;1;743,0;817,0;6,0;767,0;821,0;224,0;-0,02751
63;835,0;-0,04909566163569501;116,13937821001909;75,14450074421376;1;835,0;851,0;4,0;801,0;853,0;229,0;-0,0491
64;835,0;-0,024101610001790535;95,26934509570886;75,14450074421376;1;835,0;858,0;4,0;808,0;866,0;233,0;-0,0241
65;858,0;-0,7064653521817897;680,7374358861482;74,59016371417258;1;858,0;897,0;3,0;851,0;900,0;249,0;-0,70647
66;858,0;-0,6825687178097704;660,2341235949556;74,59016371417258;1;858,0;897,0;3,0;858,0;907,0;251,0;-0,68257
67;858,0;-0,024101610001790535;95,26934509570886;74,59016371417258;1;835,0;877,0;4,0;827,0;884,0;238,0;-0,0241
68;858,0;0,018015233963608396;59,13309297339657;74,59016371417258;1;177,0;892,0;7,0;841,0;894,0;242,0;0,01802
69;858,0;0,03302765087570541;46,25243926281733;74,59016371417258;1;295,0;897,0;8,0;847,0;900,0;248,0;0,03303
70;923,0;0,4117024334062147;-323,78014990251285;56,22119613142332;1;897,0;949,0;3,0;908,0;963,0;260,0;0,4117
