;indice_original_lower_pivot;support_slope;support_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;support_slope_rounded
0;225,0;1,035833983330884;-201,9413601905592;31,121286058889694;1;225,0;244,0;3,0;200,0;249,0;29,0;1,03583
1;225,0;1,0965007577450467;-215,59138443374582;31,121286058889694;1;225,0;244,0;3,0;195,0;244,0;27,0;1,0965
2;250,0;0,22102960783044984;-25,12918781621562;30,12821414139684;1;250,0;284,0;3,0;242,0;293,0;41,0;0,22103
3;292,0;-0,6667147091029315;216,5069905354344;21,826295477378395;1;264,0;308,0;3,0;258,0;313,0;46,0;-0,66671
4;329,0;-0,7126012852003278;279,11797207928396;44,672149248376115;1;308,0;329,0;3,0;300,0;349,0;58,0;-0,7126
5;350,0;-0,6800007504773239;268,39239615541567;30,392133488352314;1;308,0;350,0;4,0;308,0;367,0;59,0;-0,68
6;378,0;-0,05131760542594778;48,35329538743404;28,955240536425777;1;350,0;378,0;3,0;350,0;399,0;66,0;-0,05132
7;464,0;-0,82688729077055;414,0757220418744;30,400019124339238;1;428,0;471,0;3,0;421,0;477,0;73,0;-0,82689
8;946,0;-0,2997069777648246;316,36303606585307;32,84023510032901;1;915,0;946,0;3,0;915,0;964,0;149,0;-0,29971
9;1052,0;-1,3040259751678422;1405,7151192577644;33,87979338119419;1;1027,0;1052,0;3,0;1027,0;1076,0;163,0;-1,30403
10;1223,0;-0,06510421196933999;101,47873644095313;21,856285202450323;1;1194,0;1223,0;3,0;1194,0;1243,0;174,0;-0,0651
11;1258,0;-0,013193649763476917;63,13223027709857;46,534618874644615;1;1258,0;1289,0;4,0;1239,0;1299,0;181,0;-0,01319
12;1300,0;-0,23069754114527086;339,9067746986385;39,99997120978637;1;1264,0;1300,0;3,0;1264,0;1313,0;184,0;-0,2307
13;1323,0;-0,5964143655102118;814,9686011182272;25,912395548216963;1;1289,0;1334,0;3,0;1284,0;1338,0;187,0;-0,59641
14;1341,0;0,34285613373928436;-427,9141164458438;31,85595889853657;1;1341,0;1387,0;3,0;1341,0;1390,0;201,0;0,34286
