;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;42;3;50;2;2;3;6;0,01;0,05;MSFT;5,343504313235189
1;42;3;50;2;2;3;6;0,01;0,06;MSFT;5,761401832573608
2;42;3;50;2;2;3;6;0,01;0,07;MSFT;5,146079330821232
3;42;3;50;2;2;3;6;0,02;0,05;MSFT;6,672535368698623
4;42;3;50;2;2;3;6;0,02;0,06;MSFT;6,264991251009283
5;42;3;50;2;2;3;6;0,02;0,07;MSFT;5,0354429000524075
6;42;3;50;2;2;3;6;0,03;0,05;MSFT;5,7619433944070835
7;42;3;50;2;2;3;6;0,03;0,06;MSFT;5,3016317481615465
8;42;3;50;2;2;3;6;0,03;0,07;MSFT;4,047943830302816
9;42;3;60;2;2;3;6;0,01;0,05;MSFT;4,413303721381971
10;42;3;60;2;2;3;6;0,01;0,06;MSFT;4,45355242322869
11;42;3;60;2;2;3;6;0,01;0,07;MSFT;3,8773220125843046
12;42;3;60;2;2;3;6;0,02;0,05;MSFT;5,697953660586315
13;42;3;60;2;2;3;6;0,02;0,06;MSFT;5,003914177665731
14;42;3;60;2;2;3;6;0,02;0,07;MSFT;3,7882400454250473
15;42;3;60;2;2;3;6;0,03;0,05;MSFT;4,686829922657452
16;42;3;60;2;2;3;6;0,03;0,06;MSFT;4,014607861531332
17;42;3;60;2;2;3;6;0,03;0,07;MSFT;3,065442853553271
18;42;3;70;2;2;3;6;0,01;0,05;MSFT;6,16910877314043
19;42;3;70;2;2;3;6;0,01;0,06;MSFT;5,144307429978403
20;42;3;70;2;2;3;6;0,01;0,07;MSFT;3,1150826941424357
21;42;3;70;2;2;3;6;0,02;0,05;MSFT;6,207862813474812
22;42;3;70;2;2;3;6;0,02;0,06;MSFT;4,794320480367
23;42;3;70;2;2;3;6;0,02;0,07;MSFT;2,8365634095913927
24;42;3;70;2;2;3;6;0,03;0,05;MSFT;5,1074611945439745
25;42;3;70;2;2;3;6;0,03;0,06;MSFT;3,384605927681071
26;42;3;70;2;2;3;6;0,03;0,07;MSFT;1,8652456987131967
