;indice_original_lower_pivot;support_slope;support_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;support_slope_rounded
0;51,0;-0,4380070164242326;59,7630642434614;37,42470640582554;1;46,0;82,0;2,0;20,0;111,0;1,0;-0,43801
1;51,0;-0,12964106180937762;44,0364005581038;37,42470640582554;1;46,0;82,0;3,0;20,0;111,0;0,0;-0,12964
2;111,0;-1,0923038427188012;129,29741605893207;8,051689517145135;1;82,0;161,0;2,0;82,0;171,0;31,0;-1,0923
3;111,0;-0,7466282955270275;90,92743032064519;8,051689517145135;1;76,0;161,0;2,0;60,0;165,0;23,0;-0,74663
4;111,0;-0,6973654234659293;85,4592515218633;8,051689517145135;1;59,0;142,0;3,0;52,0;148,0;19,0;-0,69737
5;111,0;-0,4895502814780067;62,39177076120388;8,051689517145135;1;46,0;133,0;3,0;51,0;140,0;17,0;-0,48955
6;111,0;-0,48558541493540874;61,95167057497551;8,051689517145135;1;46,0;133,0;3,0;26,0;135,0;6,0;-0,48559
7;111,0;0,3821434790118668;-34,36623665317208;8,051689517145135;1;111,0;187,0;2,0;105,0;194,0;36,0;0,38214
8;111,0;0,49666446978991047;-47,07806662953492;8,051689517145135;1;111,0;183,0;3,0;97,0;186,0;35,0;0,49666
9;111,0;0,518512708493084;-49,50322112558718;8,051689517145135;1;111,0;177,0;2,0;93,0;182,0;34,0;0,51851
10;111,0;0,6665913354199526;-65,93994871446961;8,051689517145135;1;111,0;174,0;2,0;87,0;176,0;33,0;0,66659
11;111,0;0,7209260441148152;-71,97110137959935;8,051689517145135;1;111,0;161,0;2,0;76,0;173,0;28,0;0,72093
12;111,0;0,8378769535717271;-84,95265232931658;8,051689517145135;1;111,0;150,0;2,0;46,0;160,0;14,0;0,83788
13;111,0;1,0786243471605739;-111,67561301767856;8,051689517145135;1;111,0;126,0;2,0;43,0;132,0;12,0;1,07862
14;111,0;2,1839279449143363;-234,3643123683462;8,051689517145135;1;111,0;116,0;2,0;35,0;125,0;8,0;2,18393
15;126,0;-0,01581099119849454;26,223239615564054;24,231054724553744;1;126,0;207,0;2,0;126,0;215,0;46,0;-0,01581
16;133,0;-0,05394977683654049;33,66030281498301;26,48498249572313;1;133,0;218,0;2,0;128,0;222,0;47,0;-0,05395
17;195,0;-1,7443121987736738;363,280975092724;23,14009633185762;1;183,0;276,0;3,0;186,0;276,0;76,0;-1,74431
18;195,0;-1,722619584180089;359,050915246975;23,14009633185762;1;183,0;268,0;3,0;178,0;272,0;72,0;-1,72262
