;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;49;2;50;2;3;3;6;0,01;0,05;AEP;7,879010131210815
1;49;2;50;2;3;3;6;0,01;0,06;AEP;6,674567802203832
2;49;2;50;2;3;3;6;0,01;0,07;AEP;6,505752312911366
3;49;2;50;2;3;3;6;0,02;0,05;AEP;6,554672669565147
4;49;2;50;2;3;3;6;0,02;0,06;AEP;4,849448347127617
5;49;2;50;2;3;3;6;0,02;0,07;AEP;4,180378890437259
6;49;2;50;2;3;3;6;0,03;0,05;AEP;5,031405592718686
7;49;2;50;2;3;3;6;0,03;0,06;AEP;3,7069252166848203
8;49;2;50;2;3;3;6;0,03;0,07;AEP;2,8700764645432946
9;49;2;60;2;3;3;6;0,01;0,05;AEP;6,822971961451186
10;49;2;60;2;3;3;6;0,01;0,06;AEP;5,719312844493766
11;49;2;60;2;3;3;6;0,01;0,07;AEP;5,632672972678249
12;49;2;60;2;3;3;6;0,02;0,05;AEP;5,875261767486135
13;49;2;60;2;3;3;6;0,02;0,06;AEP;4,1238424803773
14;49;2;60;2;3;3;6;0,02;0,07;AEP;3,9783898304739944
15;49;2;60;2;3;3;6;0,03;0,05;AEP;5,069490714667039
16;49;2;60;2;3;3;6;0,03;0,06;AEP;3,0345166867834896
17;49;2;60;2;3;3;6;0,03;0,07;AEP;3,033961197659184
18;49;2;70;2;3;3;6;0,01;0,05;AEP;6,145873132958864
19;49;2;70;2;3;3;6;0,01;0,06;AEP;5,169932727751447
20;49;2;70;2;3;3;6;0,01;0,07;AEP;4,7559378130302346
21;49;2;70;2;3;3;6;0,02;0,05;AEP;4,543819729022058
22;49;2;70;2;3;3;6;0,02;0,06;AEP;2,826384109059837
23;49;2;70;2;3;3;6;0,02;0,07;AEP;2,8247796217559635
24;49;2;70;2;3;3;6;0,03;0,05;AEP;5,081017297991232
25;49;2;70;2;3;3;6;0,03;0,06;AEP;3,718954384510007
26;49;2;70;2;3;3;6;0,03;0,07;AEP;2,791356856146799
