;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;min_return_ann;min_sharpe_ratio;min_max_drawdown;min_trades;max_return_ann;max_sharpe_ratio;max_max_drawdown;max_trades;Pontos_return_ann;Pontos_sharpe_ratio;Pontos_max_drawdown;Pontos_trades;Pontos_ponderados
0;42;3;50;2;3;4;6;0,04;0,05;COST;in_sample_1_2x;35,40535103314495;1,262864800250222;-14,254966908859112;56,0;24,721905438581526;0,8563454651435134;-23,413235090610296;46,0;43,73750596921504;1,3300617162169104;-14,254966908859112;62,0;5,618253064031683;8,581494390061007;10,0;6,25;7,181106853173866
27;42;3;50;2;3;4;6;0,04;0,05;COST;in_sample_2_2x;22,03940379000906;1,4532025277868061;-11,293482295251023;48,0;12,852595341189987;0,8678859067734794;-16,73085997284607;35,0;24,567017541392943;1,7077390473599487;-9,825445808570056;49,0;7,84230608374343;6,969273468509033;7,874079017192619;9,285714285714286;7,803608355879322
54;42;3;50;2;3;4;6;0,04;0,05;COST;in_sample_3_2x;17,356569278021226;1,6679626896903437;-6,819575287821356;21,0;7,3340285142929895;0,5478897247538179;-19,173618717114504;19,0;18,805223306125907;1,6679626896903437;-6,819575287821356;23,0;8,737137626556503;10,0;10,0;5,0;8,744487554238502
81;42;3;50;2;3;4;6;0,04;0,05;COST;out_of_sample_val_1;9,138815398060252;0,7707446689033035;-7,937284638228304;8,0;5,2920639904253886;0,39268887667169583;-10,098791421899966;7,0;14,05184287439809;0,9833913768111427;-7,655496195019607;9,0;4,39137957542862;6,400104826750525;8,846686883727559;5,0;5,6887193233592095
108;42;3;50;2;3;4;6;0,04;0,05;COST;out_of_sample_val_2;6,959574051257333;0,6934690239810198;-14,7719568476967;18,0;1,8461462012985708;0,17065159508742414;-27,32430637723725;14,0;10,75623426958936;0,8865713885956114;-14,7719568476967;18,0;5,738919537907176;7,302737452357039;10,0;10,0;7,403176216919372
1;42;3;50;2;3;4;6;0,04;0,06;COST;in_sample_1_2x;29,886881631995664;1,0472123040769006;-20,628251496923824;53,0;24,721905438581526;0,8563454651435134;-23,413235090610296;46,0;43,73750596921504;1,3300617162169104;-14,254966908859112;62,0;2,7161783216330866;4,029138508567115;3,0409500338020745;4,375;3,374680287976509
28;42;3;50;2;3;4;6;0,04;0,06;COST;in_sample_2_2x;16,212218467643645;1,0663192868349134;-14,049909120564397;44,0;12,852595341189987;0,8678859067734794;-16,73085997284607;35,0;24,567017541392943;1,7077390473599487;-9,825445808570056;49,0;2,8679375465871892;2,3627152233171143;3,882389656149975;6,428571428571429;3,377172024445314
55;42;3;50;2;3;4;6;0,04;0,06;COST;in_sample_3_2x;16,339319858844537;1,3812729538781294;-9,817497438283873;21,0;7,3340285142929895;0,5478897247538179;-19,173618717114504;19,0;18,805223306125907;1,6679626896903437;-6,819575287821356;23,0;7,8503516921907694;7,440436964493105;7,573327172094904;5,0;7,286465168236203
82;42;3;50;2;3;4;6;0,04;0,06;COST;out_of_sample_val_1;9,433013702055405;0,791149807779829;-7,937293840627612;8,0;5,2920639904253886;0,39268887667169583;-10,098791421899966;7,0;14,05184287439809;0,9833913768111427;-7,655496195019607;9,0;4,727230865617498;6,74554333211843;8,84664921984148;5,0;5,931346925847262
109;42;3;50;2;3;4;6;0,04;0,06;COST;out_of_sample_val_2;8,109762290651922;0,6993607780109079;-22,206607856048432;18,0;1,8461462012985708;0,17065159508742414;-27,32430637723725;14,0;10,75623426958936;0,8865713885956114;-14,7719568476967;18,0;7,029802670126573;7,385033738663316;4,077084142012526;10,0;7,1337942328169826
2;42;3;50;2;3;4;6;0,04;0,07;COST;in_sample_1_2x;24,721905438581526;0,8563454651435134;-18,91519529809267;50,0;24,721905438581526;0,8563454651435134;-23,413235090610296;46,0;43,73750596921504;1,3300617162169104;-14,254966908859112;62,0;0,0;0,0;4,911452365503388;2,5;1,058778909357627
29;42;3;50;2;3;4;6;0,04;0,07;COST;in_sample_2_2x;12,852595341189987;0,8811492737630418;-14,049903165606803;39,0;12,852595341189987;0,8678859067734794;-16,73085997284607;35,0;24,567017541392943;1,7077390473599487;-9,825445808570056;49,0;0,0;0,15792483648153668;3,8823982797566874;2,857142857142857;1,007912972837517
56;42;3;50;2;3;4;6;0,04;0,07;COST;in_sample_3_2x;18,805223306125907;1,529282567933808;-9,817539547176924;21,0;7,3340285142929895;0,5478897247538179;-19,173618717114504;19,0;18,805223306125907;1,6679626896903437;-6,819575287821356;23,0;10,0;8,761865288263657;7,5732930869848;5,0;8,585289094787445
83;42;3;50;2;3;4;6;0,04;0,07;COST;out_of_sample_val_1;7,722810238233513;0,5493444638719395;-9,198367790155892;7,0;5,2920639904253886;0,39268887667169583;-10,098791421899966;7,0;14,05184287439809;0,9833913768111427;-7,655496195019607;9,0;2,7748945264537785;2,6520217395941614;3,685283799673076;0,0;2,4734301226032476
