,indice,indice_original_upper_pivot,valor_rsi,resist_slope,resist_intercept,inicio_janela,fim_janela
0,0.0,38.0,71.3240325439642,-0.4657049807435257,89.02082181221817,34.0,83.0
1,1.0,38.0,71.3240325439642,-0.4657049807435257,89.02082181221817,38.0,87.0
2,2.0,92.0,71.98896495522658,0.7788742191159335,0.3325367965607029,42.0,91.0
3,3.0,92.0,71.98896495522658,-1.230939912733389,185.23543692669836,52.0,101.0
4,4.0,92.0,71.98896495522658,0.7788742191159335,0.3325367965607029,52.0,101.0
5,5.0,92.0,71.98896495522658,-0.8481724375573125,150.02082921049933,58.0,107.0
6,6.0,92.0,71.98896495522658,0.7788742191159335,0.3325367965607029,58.0,107.0
7,7.0,92.0,71.98896495522658,-0.8481724375573125,150.02082921049933,66.0,115.0
8,8.0,92.0,71.98896495522658,1.0630716572024221,-25.813627507396262,66.0,115.0
9,9.0,92.0,71.98896495522658,-0.8481724375573125,150.02082921049933,70.0,119.0
10,10.0,92.0,71.98896495522658,1.0630716572024221,-25.813627507396262,70.0,119.0
11,11.0,92.0,71.98896495522658,-0.8481724375573125,150.02082921049933,79.0,128.0
12,12.0,92.0,71.98896495522658,1.519910509365149,-67.84280190636713,79.0,128.0
13,13.0,134.0,55.192857344992504,-0.39990732405319224,108.78043876812026,84.0,133.0
14,14.0,140.0,60.643994581628725,-0.23635354944995526,93.73349150462246,90.0,139.0
15,15.0,140.0,60.643994581628725,-0.23635354944995526,93.73349150462246,92.0,141.0
16,16.0,151.0,70.47039722683553,0.2202210489580172,37.21701883417494,101.0,150.0
17,17.0,102.0,59.67956582789269,0.2202210489580172,37.21701883417494,102.0,151.0
18,18.0,108.0,58.41820595430958,0.2802835179657198,28.147586014011836,108.0,157.0
19,19.0,151.0,70.47039722683553,0.689270535179317,-33.60945358524134,116.0,165.0
20,20.0,151.0,70.47039722683553,0.8933093313824368,-64.41931181191242,134.0,183.0
21,21.0,151.0,70.47039722683553,-0.676521781258385,172.62518619685167,136.0,185.0
22,22.0,151.0,70.47039722683553,0.8933093313824368,-64.41931181191242,136.0,185.0
23,23.0,151.0,70.47039722683553,-0.676521781258385,172.62518619685167,140.0,189.0
24,24.0,151.0,70.47039722683553,0.8933093313824368,-64.41931181191242,140.0,189.0
25,25.0,199.0,62.3106200175996,-0.16999535852574862,96.13969636422357,149.0,198.0
26,26.0,199.0,62.3106200175996,-0.16999535852574862,96.13969636422357,151.0,200.0
27,27.0,206.0,64.59432386238478,0.3262434063978838,-2.6118178555792753,156.0,205.0
28,28.0,199.0,62.3106200175996,0.3262434063978838,-2.6118178555792824,165.0,214.0
29,29.0,199.0,62.3106200175996,1.1937296257544263,-175.24157550753122,165.0,214.0
30,30.0,206.0,64.59432386238478,0.021683281072614795,60.12756796142614,184.0,233.0
31,31.0,206.0,64.59432386238478,0.3262434063978838,-2.6118178555792753,184.0,233.0
32,32.0,206.0,64.59432386238478,0.021683281072614795,60.12756796142614,186.0,235.0
33,33.0,206.0,64.59432386238478,0.3262434063978838,-2.6118178555792753,186.0,235.0
34,34.0,206.0,64.59432386238478,0.021683281072614795,60.12756796142614,189.0,238.0
35,35.0,206.0,64.59432386238478,0.3262434063978838,-2.6118178555792753,189.0,238.0
36,36.0,249.0,70.67900398776943,0.14150418896243375,35.444460936123434,199.0,248.0
37,37.0,206.0,64.59432386238478,0.14150418896243375,35.444460936123434,206.0,255.0
38,38.0,215.0,62.31734821624824,0.24593105210356447,9.442172013981882,207.0,256.0
39,39.0,215.0,62.31734821624824,0.24593105210356447,9.442172013981882,215.0,264.0
40,40.0,234.0,65.201455732418,0.3669786942266771,-20.671558716624446,220.0,269.0
41,41.0,270.0,78.41268872457837,0.3669786942266771,-20.671558716624446,234.0,283.0
42,42.0,270.0,78.41268872457837,0.36827070175280663,-21.02040074867942,239.0,288.0
43,43.0,270.0,78.41268872457837,-1.063197208185193,365.47593493458044,240.0,289.0
44,44.0,270.0,78.41268872457837,0.36827070175280663,-21.02040074867942,240.0,289.0
45,45.0,270.0,78.41268872457837,-1.063197208185193,365.47593493458044,249.0,298.0
46,46.0,270.0,78.41268872457837,0.36827070175280663,-21.02040074867942,249.0,298.0
47,47.0,270.0,78.41268872457837,-1.063197208185193,365.47593493458044,257.0,306.0
48,48.0,270.0,78.41268872457837,0.7360085888340677,-120.30963026061991,257.0,306.0
49,49.0,314.0,72.03661447634911,-0.14491077836884678,117.538598884167,264.0,313.0
50,50.0,270.0,78.41268872457837,-0.14491077836884678,117.538598884167,270.0,319.0
51,51.0,324.0,75.25033808329601,0.32137236069469,-28.874306781783545,274.0,323.0
52,52.0,314.0,72.03661447634911,0.32137236069469,-28.874306781783545,290.0,339.0
53,53.0,314.0,72.03661447634911,0.6203279131447751,-122.74635025111027,290.0,339.0
54,54.0,324.0,75.25033808329601,-1.076650947746464,424.08524515315037,294.0,343.0
55,55.0,324.0,75.25033808329601,0.32137236069469,-28.874306781783545,294.0,343.0
56,56.0,324.0,75.25033808329601,-0.8035394770379819,335.59712864360216,307.0,356.0
57,57.0,324.0,75.25033808329601,0.32137236069469,-28.874306781783545,307.0,356.0
58,58.0,324.0,75.25033808329601,-0.8035394770379819,335.59712864360216,314.0,363.0
59,59.0,324.0,75.25033808329601,0.32137236069469,-28.874306781783545,314.0,363.0
60,60.0,365.0,48.00432249677685,-0.6645369655248576,290.5603149133499,315.0,364.0
61,61.0,324.0,75.25033808329601,-0.6645369655248576,290.5603149133499,324.0,373.0
62,62.0,379.0,54.54026952519593,0.023512868480834268,45.62889237095975,329.0,378.0
63,63.0,344.0,53.71731912836673,0.023512868480834268,45.62889237095975,344.0,393.0
64,64.0,396.0,71.41845299419083,0.5816645552089287,-158.92071086854492,346.0,395.0
65,65.0,396.0,71.41845299419083,0.5816645552089287,-158.92071086854492,357.0,406.0
66,66.0,396.0,71.41845299419083,0.7552945321746445,-227.6781817469684,365.0,414.0
67,67.0,396.0,71.41845299419083,-1.107204947103224,509.8716120470675,375.0,424.0
